battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1508,0,2.5,1,4,0,22,0.2,133,5,9,1456,1705,3078,9,11,14,0,1,1,2
595,1,1.1,1,4,0,43,0.9,127,1,18,1568,1349,2634,13,2,19,1,1,1,2
1162,1,1.2,0,12,1,62,0.4,109,4,5,1138,581,2021,13,7,9,1,1,1,2
1713,0,0.8,1,8,1,59,0.9,118,1,0,786,1023,1006,7,8,12,0,0,0,1
536,1,1.3,0,9,0,62,0.5,190,2,7,1443,503,1773,13,16,11,0,0,1,1
1892,1,3.0,1,0,1,55,0.5,92,7,7,498,994,3470,17,12,5,0,0,1,2
778,1,1.5,0,2,1,35,0.7,95,3,5,709,1574,3909,17,1,5,0,1,1,2
716,1,1.1,1,17,0,8,0.8,123,1,16,379,1784,1724,13,3,5,0,0,0,0
1366,0,2.4,1,11,0,46,0.1,150,3,18,1166,1657,3127,6,10,13,1,0,0,2
1372,0,1.9,1,2,1,36,0.6,191,6,0,739,1885,649,9,1,9,0,1,1,1
1796,1,0.9,1,8,0,16,0.3,198,1,14,631,1067,767,15,3,14,0,0,1,1
561,0,1.5,0,1,1,2,0.4,198,2,12,1888,1740,941,6,3,9,0,0,0,1
1095,1,1.5,0,2,1,27,0.4,106,2,2,1047,1377,2924,5,0,4,1,1,1,2
1228,1,2.4,0,13,1,36,0.5,124,7,1,538,1591,1994,11,10,13,0,1,0,1
1865,1,0.6,0,3,0,26,0.4,198,7,2,944,1511,1976,8,1,19,0,1,1,2
896,1,1.2,0,18,1,43,0.2,114,4,8,1098,1514,2082,9,7,16,1,1,1,1
1198,1,1.8,0,12,0,60,0.2,158,2,15,752,1363,3655,8,3,15,1,1,0,2
1542,0,1.2,0,6,0,60,0.1,107,3,12,534,1666,2907,10,15,10,0,0,0,2
676,1,2.1,1,11,0,16,0.5,178,6,18,672,1869,1538,15,14,6,1,1,1,1
895,0,1.7,1,2,0,23,1.0,86,2,17,1064,1278,2113,6,4,16,0,1,0,1
944,0,1.4,1,8,0,60,0.2,141,1,11,1773,1717,3764,12,4,9,0,1,1,3
1756,1,2.9,1,1,1,7,1.0,193,2,11,1774,1504,3021,8,14,4,1,0,1,3
575,1,2.1,0,8,0,53,0.8,189,6,0,567,1769,3891,12,16,13,0,0,0,1
764,1,0.8,0,11,0,16,0.7,193,3,19,1436,813,2652,7,2,6,1,1,1,2
954,1,1.9,0,11,0,25,0.7,130,1,7,414,1229,2818,16,17,10,1,0,1,1
1217,1,2.5,1,14,0,22,0.8,125,4,16,448,883,3776,16,10,4,1,0,0,2
1234,0,2.3,0,1,0,8,0.2,99,4,19,609,776,2702,15,5,9,1,0,1,1
1907,1,0.9,1,17,1,58,0.6,175,4,6,657,1595,3923,9,11,14,0,1,1,3
1350,1,2.9,0,12,0,62,0.7,117,7,8,1797,1652,2517,16,16,9,0,0,1,2
1890,0,1.6,0,13,0,30,0.6,140,1,16,435,1881,3873,7,13,6,0,0,1,2
643,0,0.9,0,4,1,63,0.8,183,4,9,1575,1197,2865,16,5,8,1,1,0,2
1384,1,1.0,0,9,0,33,0.2,111,7,3,704,1743,1568,17,9,6,0,1,1,1
1592,0,0.7,1,11,1,33,0.7,105,2,6,238,1529,2120,11,15,10,1,0,1,1
1622,1,2.5,1,9,1,54,0.6,137,1,6,1065,1250,3586,7,17,6,0,1,1,2
895,0,0.8,0,10,1,60,0.4,118,1,7,733,1482,2561,16,5,9,1,1,1,1
1548,0,0.8,1,1,1,63,0.4,99,1,7,1731,1123,1667,12,2,13,0,1,0,2
1447,1,2.6,0,4,0,6,0.7,161,5,15,799,727,2063,13,11,5,0,1,0,1
1390,0,1.4,0,6,0,63,0.9,129,7,11,9,516,2997,17,15,10,1,0,0,1
1992,0,0.6,0,5,1,5,0.5,158,3,14,746,511,1824,16,2,15,0,1,1,2
1674,0,0.6,0,2,1,23,0.8,131,5,7,1860,1191,3592,6,15,14,1,1,1,3
1667,0,0.9,1,12,0,19,0.5,165,5,8,1288,569,3640,7,3,4,1,0,0,3
1068,0,1.0,0,2,1,36,0.2,194,5,2,1604,607,1319,16,12,5,0,1,0,2
1562,0,2.2,0,5,1,18,0.2,101,3,15,1468,700,1253,17,3,2,0,0,1,2
608,1,0.9,1,10,1,51,0.1,132,5,14,138,1575,3123,11,3,2,0,1,0,1
1565,1,0.8,0,16,0,51,0.4,164,4,3,1890,1128,2513,9,6,12,1,0,1,3
1709,0,2.4,1,9,1,57,0.4,145,1,19,730,1782,2575,14,11,17,1,1,1,2
1434,1,2.2,0,11,0,25,0.7,183,1,15,195,1787,3463,11,1,5,1,1,1,2
897,1,1.6,0,16,0,3,0.8,196,7,9,1097,1405,854,6,15,8,1,0,1,1
1746,1,1.9,0,3,0,14,0.1,122,2,10,1638,802,1339,18,6,13,1,0,1,2
1133,0,1.3,0,1,1,63,0.3,161,6,4,1248,1436,3837,18,10,7,1,0,1,2
1656,1,1.7,0,10,1,55,0.3,102,4,10,1658,1075,3842,8,0,10,1,0,1,3
1686,0,1.8,0,6,0,16,0.6,156,3,12,1125,1054,3342,5,8,9,1,0,1,2
1738,1,1.5,1,1,0,6,0.2,143,6,14,263,624,3941,9,4,15,1,1,0,2
1232,0,2.8,0,17,0,4,0.2,184,1,5,944,1793,3326,12,16,16,0,0,0,2
734,0,0.5,1,3,1,38,0.9,88,5,15,919,1358,2558,5,0,6,1,1,0,1
1157,1,2.5,1,7,1,38,0.8,192,7,14,160,1244,3040,11,16,16,1,0,0,1
1250,1,0.8,0,19,0,38,0.3,86,7,10,1256,979,977,11,11,7,0,0,1,1
1087,0,2.5,1,13,0,4,0.5,120,2,19,490,631,2838,11,12,2,0,1,0,1
1532,1,2.0,0,11,1,36,0.4,133,2,1,1810,1525,3562,5,10,10,1,1,0,3
1597,1,2.6,1,17,0,53,0.8,144,1,1,769,614,1410,16,12,5,0,1,1,1
1453,1,0.7,0,10,1,24,0.6,81,4,11,310,980,3997,15,12,3,0,1,0,2
991,0,1.9,1,7,1,61,0.2,83,7,15,1674,1480,1964,7,5,7,1,0,0,2
1412,0,1.8,1,1,0,29,0.8,157,6,18,226,1524,3327,15,5,3,1,1,0,2
1776,1,2.3,0,14,0,61,0.5,111,2,1,272,830,272,6,9,4,0,0,0,1
1753,1,1.8,1,8,1,31,0.3,179,1,16,937,1441,3185,9,2,8,1,0,1,2
1697,1,1.9,0,18,1,19,0.4,81,4,13,316,1454,3257,6,6,18,0,0,0,2
1691,0,1.6,0,19,1,59,0.5,183,1,15,1922,1267,3129,17,4,10,1,1,0,3
669,0,1.3,0,7,1,53,0.4,193,1,4,1109,890,1247,18,7,10,1,1,0,1
1916,1,1.7,0,18,1,37,0.3,194,4,9,290,1333,1133,9,4,6,0,1,0,1
1445,1,0.8,0,4,0,34,0.5,143,4,16,1492,642,2488,9,11,7,0,1,1,2
1294,1,2.9,1,10,1,27,0.1,93,4,12,728,827,3718,8,3,19,0,1,1,2
1133,1,2.3,1,14,1,49,0.8,99,1,15,1894,1127,1702,15,17,2,0,1,0,2
1717,1,2.9,1,7,1,41,0.3,168,2,8,1601,876,1721,11,2,18,0,0,1,2
528,1,1.1,0,18,0,18,0.1,185,3,3,1792,589,1934,14,6,15,1,1,1,1
1688,0,2.7,1,7,0,41,0.7,128,3,15,1670,1307,3883,10,7,16,1,0,1,3
1945,1,2.5,1,18,1,8,0.8,87,1,10,1427,1520,3339,6,14,6,0,0,1,3
838,0,2.2,1,17,1,58,0.8,171,1,6,1450,1565,1799,8,16,18,0,1,0,1
1888,1,2.1,1,9,0,9,0.5,142,2,16,374,1558,335,17,3,12,0,1,1,1
1865,1,1.3,1,6,0,54,0.3,125,4,12,1925,1511,3112,18,15,11,1,1,0,3
999,0,2.5,0,8,0,57,0.8,100,1,3,566,1052,2605,15,12,18,1,1,0,1
1010,0,1.8,0,0,0,63,0.7,166,7,13,867,623,3543,11,11,2,0,0,0,2
1850,0,0.7,1,18,1,32,0.3,111,5,9,754,556,1527,13,3,6,1,1,0,2
716,0,1.3,0,4,0,60,0.9,87,4,9,251,1305,1820,13,11,17,1,1,0,0
1824,1,2.8,0,18,1,59,0.2,174,7,9,1556,1979,1551,16,16,8,0,0,0,2
1655,0,2.6,1,0,1,13,1.0,180,1,11,306,734,2436,7,8,13,0,0,0,1
1593,1,3.0,1,14,0,49,0.9,95,5,1,1453,1107,1284,5,11,9,1,1,0,2
1775,0,2.1,0,15,0,32,0.7,119,7,8,674,891,3059,13,14,19,1,0,0,2
1938,1,1.1,1,6,0,45,0.9,185,6,4,867,1469,1821,12,1,2,1,1,0,2
944,1,0.9,0,11,0,20,0.8,106,2,7,263,1866,2932,11,8,13,1,1,1,1
1375,1,1.0,0,7,1,11,0.3,183,5,13,67,1699,1969,10,13,5,1,0,1,1
1705,1,0.5,1,4,1,40,0.5,184,1,6,1130,551,1265,18,3,13,0,0,1,2
666,1,1.5,0,9,1,13,0.2,97,3,6,1423,988,1028,14,3,2,1,1,0,1
590,1,1.0,0,4,0,21,0.5,114,7,8,1602,504,2444,11,5,2,0,1,0,2
1213,0,1.5,0,16,1,38,0.8,192,1,2,1222,1131,738,15,4,4,0,1,0,1
538,1,2.8,1,4,0,49,0.4,131,3,13,1215,1732,3632,13,16,13,1,0,0,2
1649,0,1.6,1,14,1,42,0.4,94,2,16,513,716,2648,10,12,14,0,0,0,2
1974,0,2.7,1,12,0,8,0.6,142,2,17,768,1035,1841,18,16,14,1,1,1,2
672,1,2.0,1,0,1,53,0.9,132,4,11,441,1865,3597,18,0,10,0,1,1,1
1152,0,1.1,0,10,1,55,0.1,170,7,13,0,1924,3435,14,16,19,1,0,0,1
1253,1,1.4,1,0,0,59,0.4,160,4,12,357,1985,1837,7,2,2,0,1,0,1
1743,0,0.7,1,10,1,15,0.2,183,3,13,1138,1237,2777,17,13,7,1,0,1,2
1581,1,1.3,1,17,1,12,0.7,145,3,8,902,1229,1361,18,11,6,1,1,1,1
975,0,2.2,1,17,0,8,0.2,192,2,18,1623,1734,3965,7,14,5,0,0,1,3
955,1,0.7,0,15,0,30,0.7,193,5,1,1220,1549,1363,8,5,7,0,1,0,1
1328,1,1.0,0,12,0,11,0.4,110,3,10,1627,1775,3617,14,1,4,0,1,0,3
1394,1,1.5,0,6,0,30,0.3,140,3,16,273,502,3398,17,3,18,1,1,0,2
1884,1,3.0,1,0,0,10,0.9,143,7,1,855,1525,430,18,12,12,0,0,0,1
1524,0,2.5,1,15,1,37,0.1,180,5,18,1017,1525,2107,18,12,5,0,1,1,2
886,1,2.3,0,0,0,49,0.5,184,4,6,1183,649,1097,14,16,2,1,1,1,1
847,0,0.8,1,16,1,11,0.1,184,4,17,172,503,3790,12,5,5,1,1,0,1
689,0,2.5,1,5,1,20,0.5,177,3,12,1568,967,2128,14,10,4,0,1,1,2
1004,0,2.5,0,1,0,57,0.6,113,7,4,1481,569,3722,13,15,11,0,1,0,2
1714,1,2.0,0,16,1,32,0.4,194,4,17,584,700,3169,18,7,2,1,1,1,2
1892,0,3.0,1,5,1,18,0.2,134,4,15,1456,807,3418,12,0,5,1,0,0,3
1932,0,1.3,1,13,0,10,0.4,138,6,14,928,1775,2772,15,9,2,1,0,1,2
1323,0,2.9,1,17,1,46,0.7,82,7,7,480,1810,2142,14,1,17,0,1,1,1
1428,1,2.8,0,5,0,34,0.8,96,4,14,454,1421,3761,6,13,19,0,1,1,2
1433,1,0.5,0,9,0,35,0.6,157,2,0,195,791,3576,8,2,3,1,0,0,2
1640,0,1.6,0,17,0,46,0.6,157,1,16,795,1677,2947,8,8,7,1,0,1,2
633,1,2.9,0,8,1,25,0.3,125,3,14,598,1423,2984,16,7,2,1,1,0,1
557,1,0.8,1,7,1,10,0.4,117,3,13,1332,1656,1210,6,10,6,0,0,0,1
1184,0,1.9,0,9,1,8,0.2,114,2,13,1759,1382,1851,17,14,3,0,1,1,2
1171,0,2.9,0,16,1,17,0.3,80,1,9,555,1085,3152,12,5,2,0,1,0,2
672,1,1.9,1,5,0,20,0.3,191,1,1,847,1797,2544,7,1,17,0,0,0,1
1314,0,1.0,1,13,1,40,0.6,108,2,5,1517,1008,3005,6,0,3,1,1,0,2
1672,1,2.0,1,5,0,7,0.6,83,5,16,438,1876,3823,11,2,5,1,1,0,2
579,1,1.0,0,6,1,51,1.0,140,5,4,649,504,595,5,17,4,0,1,1,0
1385,1,1.8,1,11,1,52,0.3,176,1,4,1805,792,3096,10,13,18,1,1,0,3
1736,1,0.7,1,2,1,12,0.7,96,5,14,358,859,999,17,16,16,1,0,1,1
702,1,2.0,0,13,1,62,0.8,107,5,14,1059,713,1750,17,1,11,0,0,0,1
1263,1,1.8,0,18,1,13,0.6,129,5,19,1057,1929,2766,7,8,13,1,0,0,2
1752,0,2.4,1,15,0,62,0.3,169,1,10,1111,1959,3104,17,7,13,0,1,0,2
1750,0,2.1,0,6,1,59,0.3,87,5,4,657,1538,3602,7,9,8,0,0,0,2
1964,1,1.9,1,7,1,43,0.1,113,3,0,15,1796,2104,9,8,11,0,0,0,1
1925,1,2.2,1,17,1,14,0.4,138,6,10,744,1062,270,18,7,6,1,0,0,1
546,1,0.9,0,12,1,13,0.8,97,1,10,420,1264,3368,7,6,12,0,1,0,1
1756,0,2.0,1,8,0,22,0.1,174,2,5,552,544,2244,16,5,3,1,1,0,2
1828,1,0.9,0,9,1,11,0.3,138,5,7,766,1202,463,8,1,17,1,1,0,1
1666,0,2.8,0,8,0,21,0.7,106,4,1,792,1133,1339,17,8,13,0,1,1,1
1938,1,0.7,0,14,1,51,0.8,95,1,14,1149,1935,2668,17,8,17,0,1,1,2
1896,1,1.6,1,19,0,37,0.5,89,7,8,1031,1710,3567,7,8,5,0,0,0,3
1782,0,2.2,0,1,0,29,0.7,183,2,14,1495,1160,2911,11,1,3,0,0,0,3
1155,0,1.6,0,12,0,25,0.4,155,6,7,1491,1693,2463,7,15,11,0,0,0,2
970,1,0.7,1,1,0,6,0.2,101,3,15,879,1220,652,18,13,14,1,1,1,1
1470,1,1.9,1,18,0,38,0.5,95,7,13,1885,1093,2213,14,0,16,1,0,1,2
1535,1,2.1,1,1,1,62,0.6,91,2,14,851,1924,1049,8,12,2,1,0,1,1
1853,0,2.3,1,2,0,61,1.0,154,5,19,509,745,2803,6,1,18,0,1,0,2
1235,0,1.4,0,5,1,13,0.2,163,4,12,1425,1356,464,6,13,5,0,1,0,1
1283,0,1.9,0,2,0,59,0.6,130,5,8,1859,1051,1412,13,0,10,1,1,1,2
1467,0,1.6,0,9,0,36,0.4,80,2,0,1199,542,3708,15,14,7,0,1,0,3
857,0,2.2,1,5,1,62,0.6,106,1,5,1763,1340,688,5,17,4,1,0,0,1
1471,0,2.0,1,15,0,41,0.1,146,7,7,965,678,2912,5,8,3,1,1,1,2
1931,1,1.8,0,16,0,55,0.4,91,4,19,1858,1980,2010,14,7,19,1,1,0,3
1167,1,1.1,1,18,0,3,0.8,109,7,17,913,1034,2692,5,6,8,0,1,1,2
872,0,0.5,1,2,0,51,0.6,88,7,17,1390,1106,3300,18,8,4,0,0,1,2
1531,1,0.9,0,17,1,42,0.5,132,4,16,1511,1171,838,7,8,19,1,0,0,2
1645,1,0.8,0,6,0,46,0.4,140,2,15,17,1767,687,6,10,10,0,0,1,0
1871,0,1.6,1,8,0,40,0.4,133,6,12,55,1426,1553,7,3,17,0,0,0,1
1175,1,2.0,1,19,1,43,0.4,116,6,3,918,516,606,18,6,7,0,0,1,1
589,0,1.0,1,11,1,10,0.9,144,5,3,1058,1635,389,9,6,13,1,1,0,0
1197,0,2.8,0,4,0,63,1.0,121,2,13,901,1325,3393,13,3,7,1,1,0,2
1839,1,0.5,0,2,0,23,0.5,128,4,4,629,1046,894,6,11,14,1,1,0,1
1701,0,2.4,0,10,1,48,0.5,83,2,15,793,1553,1484,16,16,6,1,0,0,1
1039,0,2.1,0,3,0,6,0.9,143,4,13,1789,1715,3625,15,2,14,1,1,1,3
1231,0,1.4,0,4,1,13,0.5,158,7,13,1748,936,372,18,8,8,0,0,1,1
1368,0,0.6,1,0,0,2,0.6,130,5,13,1596,678,1546,5,4,13,1,0,0,2
540,0,2.1,1,17,1,45,0.3,170,1,13,1623,1115,2073,15,15,5,0,1,0,1
1239,0,1.5,1,11,1,23,0.8,151,7,18,1806,1176,2452,10,7,6,1,1,0,2
1001,0,2.8,0,12,1,39,0.6,139,1,2,346,1997,3521,7,15,17,0,1,1,1
1458,0,1.9,0,8,0,52,0.8,166,2,16,1055,1133,1959,17,15,5,0,1,1,2
1668,1,2.8,0,1,0,20,0.8,158,4,13,907,1657,2103,11,17,9,1,0,0,2
1724,1,1.1,1,4,0,17,0.3,170,1,9,1023,1301,2482,10,14,17,0,0,1,2
1428,1,2.3,0,12,0,32,0.7,110,7,12,1156,811,2451,15,17,9,0,0,0,2
960,0,2.0,0,15,1,52,0.8,182,4,3,575,524,720,11,13,18,0,1,1,0
1231,0,2.3,1,15,1,4,0.4,190,5,10,198,870,1231,17,15,15,0,0,0,0
1251,1,1.0,0,2,1,24,0.3,151,7,14,1279,1024,2872,17,4,13,0,1,0,2
1424,1,2.2,1,3,0,43,0.1,173,2,14,1365,1842,2281,9,7,4,0,0,0,2
1408,1,1.7,0,10,0,60,0.5,137,4,1,1690,729,1284,5,15,3,1,1,1,2
1776,0,2.4,0,13,0,19,0.4,198,2,10,1254,1625,781,18,0,14,0,0,0,2
889,1,1.3,1,2,1,27,0.6,185,4,1,300,1973,2583,7,10,12,1,1,1,1
1382,1,2.7,1,15,0,14,0.3,161,7,4,1016,877,2802,7,10,13,0,1,1,2
755,0,0.7,1,14,0,59,0.9,83,6,12,1570,1387,1091,11,1,19,0,0,0,1
1208,1,2.5,1,9,1,19,0.3,190,6,0,25,1726,2739,18,4,10,0,1,0,1
949,0,2.7,1,8,1,4,0.3,186,4,6,1558,1790,3119,17,2,8,0,0,0,2
509,0,2.5,1,10,0,59,0.5,101,5,6,1676,961,1495,7,7,7,0,1,1,1
1323,0,1.8,0,15,1,61,0.5,82,2,9,1497,864,2990,15,3,15,0,0,1,2
1297,1,1.6,0,9,0,24,0.3,158,3,5,1410,603,3131,9,12,19,0,1,1,2
1765,1,3.0,1,16,1,4,0.3,178,4,19,1308,1634,3272,8,13,15,0,0,1,3
1774,0,1.1,0,18,1,56,0.3,126,4,11,449,927,1794,8,0,6,1,0,1,1
1376,1,1.9,1,1,1,26,0.7,117,6,12,319,968,2166,17,4,14,1,0,1,1
1528,1,2.2,0,1,0,28,0.8,112,1,10,155,1514,3464,11,6,2,1,0,1,2
1642,1,2.3,1,5,0,59,0.5,157,7,17,470,1369,2915,5,5,13,1,1,0,2
1515,1,1.0,0,18,0,45,0.7,127,6,1,419,1269,2898,11,14,11,0,1,0,2
873,0,2.1,0,7,1,28,0.8,144,2,15,1136,1179,1559,12,14,6,0,0,0,1
1588,1,2.5,0,2,1,53,0.2,196,6,1,1925,1304,387,7,7,7,0,0,1,2
645,0,0.6,0,13,1,40,1.0,192,3,18,650,1385,648,7,1,13,1,1,0,0
723,0,2.8,0,15,1,26,0.8,105,5,5,1445,1060,736,8,13,4,1,0,1,1
1762,1,0.6,1,0,0,63,0.3,87,7,0,885,1773,3840,17,15,15,1,0,1,3
676,0,1.4,1,2,0,25,0.3,129,3,10,929,830,2931,10,9,5,0,0,1,1
1352,1,0.5,1,17,0,9,0.2,159,5,17,1744,1086,2290,18,14,18,0,1,1,2
1805,1,0.7,0,8,1,10,0.2,117,3,9,834,700,2722,11,3,18,1,0,0,2
562,0,2.8,1,5,1,47,0.8,89,7,17,875,953,1481,5,11,15,0,1,1,1
1740,0,1.4,0,0,0,38,0.5,121,6,0,941,1325,2955,17,9,16,0,1,0,2
1326,0,1.6,0,9,1,31,0.8,116,3,18,993,610,2961,8,1,8,0,1,1,2
1294,0,1.0,0,5,0,54,0.8,105,6,15,1621,1363,717,16,3,5,1,0,0,1
1188,1,2.0,1,11,1,20,0.6,171,7,6,1308,1407,2057,11,5,18,0,0,1,2
1984,1,2.0,0,3,1,54,0.7,91,6,14,571,1732,3529,15,13,7,1,0,1,2
604,1,1.4,1,12,0,17,0.1,163,2,0,53,532,407,6,2,12,1,1,0,0
1622,0,1.3,1,16,0,25,0.4,128,6,8,604,1054,2525,5,14,13,0,0,0,2
1010,0,2.7,0,7,1,45,0.7,93,1,1,324,606,334,5,0,16,0,0,0,0
884,0,1.5,0,19,0,22,0.1,125,3,16,969,1788,1479,14,0,13,0,1,1,1
904,1,1.7,1,2,0,37,0.1,114,7,9,1481,725,2041,18,12,12,1,1,1,2
1322,0,1.2,1,11,1,41,0.9,108,4,5,884,986,2402,18,7,18,1,1,1,2
1017,1,2.5,1,6,1,40,0.7,91,4,4,264,678,2280,10,17,9,0,0,0,1
975,0,1.5,1,11,1,48,0.3,195,4,7,381,1745,3215,16,2,13,0,0,0,1
1208,1,1.8,1,1,0,63,0.7,161,7,7,1236,1893,2516,9,17,10,1,0,0,2
1270,1,1.1,1,13,1,63,0.8,123,1,4,332,1136,3470,5,8,12,1,1,1,2
1960,0,3.0,0,4,1,7,0.4,145,6,11,1033,1287,3005,14,5,4,1,0,1,2
1546,0,1.2,1,8,1,6,0.1,81,3,6,1381,666,3716,7,1,8,1,1,0,3
1496,1,2.4,1,10,1,15,0.9,138,5,12,202,1162,2092,15,3,4,1,0,1,1
1176,1,1.6,1,4,1,54,0.4,96,5,12,1731,799,1653,11,17,17,0,0,1,2
1213,0,1.0,1,2,0,46,0.2,89,7,16,57,1904,1331,16,6,11,1,0,1,0
1981,0,2.5,0,16,1,43,0.5,97,2,3,1517,534,3270,13,10,8,1,0,0,3
582,1,1.3,0,1,1,51,0.8,101,1,17,1533,906,1903,17,4,16,0,0,0,1
1668,0,2.7,1,0,0,62,0.3,162,3,9,1791,813,2438,13,7,11,1,1,0,3
1608,1,2.8,1,6,1,5,0.3,137,6,2,1246,1315,666,10,10,13,1,1,1,1
1601,1,2.6,1,13,1,9,0.3,132,4,11,1392,1242,2264,7,14,19,0,0,0,2
956,0,0.6,0,4,0,25,1.0,80,1,0,1715,1226,1749,5,2,10,1,0,0,2
500,0,2.5,0,18,1,12,0.3,167,1,10,1441,1325,1391,7,6,10,0,1,1,1
550,0,1.5,0,10,0,18,0.6,140,3,17,1897,1624,1804,14,7,5,1,0,1,2
1184,0,2.7,0,1,1,51,0.9,179,7,12,546,1068,1040,6,10,6,1,1,1,1
1216,0,2.1,0,7,0,22,0.2,168,6,16,870,1738,1323,15,9,8,0,0,1,1
1969,1,2.6,0,8,0,58,1.0,179,7,7,102,1075,1676,9,8,8,1,0,0,1
948,1,1.7,1,2,1,27,1.0,110,7,19,1184,561,2265,12,14,12,1,1,1,1
1380,0,1.8,0,1,0,44,0.9,110,2,18,1223,868,1864,9,4,11,0,1,1,2
987,0,0.9,0,6,0,49,0.3,145,7,16,1183,1891,2564,5,14,12,1,0,1,2
533,0,2.5,1,4,1,45,0.7,98,6,1,1718,593,998,7,3,19,1,1,1,1
1871,1,1.5,0,4,1,46,0.8,132,2,2,864,1992,2848,16,4,13,1,1,1,2
594,0,1.8,1,19,0,28,1.0,155,2,2,1159,1483,2691,9,14,17,1,0,1,1
1595,0,2.5,0,12,1,17,0.3,153,4,5,397,1549,3803,11,16,5,1,0,0,2
653,1,2.0,1,19,0,56,0.8,174,4,9,1761,1958,3737,9,7,18,0,0,0,2
749,1,1.0,1,5,0,27,0.4,188,3,17,391,1644,3907,18,8,18,1,0,0,1
1173,0,2.0,1,19,1,54,0.3,101,6,17,1778,549,2319,14,9,6,1,1,0,2
937,0,1.5,1,17,1,34,0.5,102,7,13,105,1382,2276,9,4,14,0,0,1,1
617,0,1.7,1,1,0,32,0.8,195,2,15,1606,1263,917,11,9,4,0,0,1,1
1270,1,0.6,0,5,1,49,0.5,166,3,6,1612,535,2083,17,0,18,0,1,1,2
1829,0,1.0,0,8,1,48,0.6,94,2,0,1077,1933,2405,12,3,12,0,1,0,2
767,0,1.2,1,2,0,7,1.0,105,1,16,1300,1812,3513,18,4,2,1,0,1,2
1577,0,2.3,1,0,0,45,0.5,82,5,4,110,1902,1206,12,6,19,1,0,1,1
735,1,0.5,1,0,0,9,0.7,166,5,0,223,599,3234,11,4,18,1,1,1,1
888,1,1.5,0,18,0,8,0.4,99,2,16,74,1847,280,17,7,10,1,0,1,0
1489,0,2.8,1,4,0,35,0.5,188,3,9,505,828,3399,18,16,8,1,1,0,2
1262,0,0.8,1,12,0,45,0.7,119,4,11,1037,1205,1872,7,0,6,1,1,1,1
900,1,1.8,1,18,1,54,0.9,118,6,19,769,720,3900,15,17,17,1,1,1,2
1123,1,2.5,1,11,0,15,0.6,199,2,1,481,1066,273,6,11,8,0,0,1,0
1266,1,2.9,0,15,1,17,0.8,151,2,15,1212,1495,825,5,2,14,1,0,0,1
1826,1,2.4,1,18,1,44,0.2,97,6,14,363,1521,1272,10,13,14,0,1,1,1
1418,1,2.3,1,2,0,53,0.3,120,7,12,238,609,1611,17,15,16,0,0,1,1
1730,1,2.6,0,11,1,10,0.6,149,4,17,1424,648,1848,13,17,18,0,1,1,2
1752,1,1.6,1,4,0,11,0.1,106,2,19,845,905,3424,7,9,18,1,0,1,2
1352,1,2.5,1,1,1,18,0.3,179,1,13,984,1198,1086,9,14,11,1,0,1,1
1077,1,0.5,0,6,0,13,0.6,94,4,17,1327,1516,1291,13,9,3,0,1,1,1
574,0,2.8,0,12,0,7,0.1,116,1,1,1114,1933,3338,18,0,15,1,0,1,2
934,0,1.6,0,14,0,20,0.3,137,5,1,391,1652,2188,18,1,4,1,0,0,1
602,0,1.9,1,2,0,44,0.6,84,6,2,1207,607,2466,13,12,8,0,0,0,1
1945,1,1.1,1,19,1,42,0.6,182,4,4,1040,888,1562,11,15,12,0,1,1,2
1263,0,2.4,0,4,1,54,0.9,152,7,15,964,924,2008,18,7,18,1,0,1,1
1237,1,0.7,0,7,1,30,0.7,86,4,14,11,946,1127,8,2,16,0,1,0,0
1305,1,2.7,0,0,1,7,0.5,120,3,11,1189,1417,1090,15,13,12,0,0,0,1
1829,0,2.6,1,7,1,60,0.9,163,3,8,145,1591,3568,6,10,16,0,0,0,2
597,1,1.0,1,17,0,26,0.8,89,6,13,1305,1589,1112,6,11,16,1,0,0,1
1297,0,2.5,0,19,0,58,0.3,141,7,15,1572,1155,3372,8,10,7,1,1,1,3
1858,0,2.5,1,15,0,25,0.2,105,4,10,1605,820,1225,5,10,16,0,1,1,2
1358,0,2.1,0,17,0,26,0.7,147,5,5,168,1218,848,18,17,10,0,1,1,0
934,1,1.4,1,19,0,17,0.6,181,7,9,846,1227,510,8,9,6,1,0,1,0
946,0,1.2,1,11,1,53,0.8,103,2,7,169,1079,2370,16,15,6,1,0,1,1
1831,1,1.1,1,12,0,17,0.8,157,6,15,764,946,3221,18,7,14,1,0,0,2
748,0,1.3,1,12,0,7,0.7,120,7,2,1369,709,2917,15,5,19,1,1,0,2
665,0,2.8,0,9,1,38,1.0,144,6,1,498,1348,3277,10,12,18,1,0,0,1
1483,0,0.7,1,6,1,22,0.6,96,7,15,1483,869,858,10,14,16,1,0,0,2
1858,1,2.6,1,13,0,5,0.2,188,3,18,1320,1981,1321,11,12,15,0,1,0,2
1519,1,1.4,0,15,0,35,0.8,103,5,8,1165,1076,2067,9,0,17,0,0,1,2
1041,1,1.8,1,14,1,29,0.3,106,6,15,896,1188,2095,13,1,5,0,1,0,1
1258,0,2.5,0,11,0,39,0.8,86,5,3,1808,1289,2065,6,12,18,1,0,0,2
1629,0,2.7,0,8,0,42,1.0,152,6,9,1760,1491,2687,6,1,15,0,0,1,3
